run,subrun,event
20613,235,11794
20613,236,11833
20613,236,11838
20613,237,11857
20613,237,11877
20613,239,11957
20613,239,11996
20613,240,12022
20613,241,12066
20613,241,12067
20613,241,12092
20614,2,117
20614,3,155
20614,3,174
20614,4,209
20614,4,210
20614,4,234
20614,4,236
20614,4,247
20614,5,261
20614,5,296
20614,6,313
20614,6,318
20614,7,358
20614,7,366
20614,7,389
20614,9,458
20614,9,462
20614,9,480
20614,10,504
20614,10,545
20614,10,550
20614,11,569
20614,11,571
20614,11,593
20614,12,615
20614,13,664
20614,14,715
20614,14,750
20614,15,789
20614,16,802
20614,16,833
20614,16,844
20614,17,860
20614,17,894
20614,18,920
20614,18,933
20614,18,948
20614,19,973
20618,0,7
20618,0,38
20618,0,45
20618,1,71
20618,1,86
20618,2,104
20618,2,114
20618,3,179
20618,4,234
20618,5,268
20618,6,306
20618,9,453
20618,9,462
20618,9,473
20618,9,500
20618,10,501
20618,10,504
20618,11,571
20618,12,613
20618,12,630
20618,13,657
20618,13,696
20618,14,712
20618,14,713
20618,14,716
20618,14,731
20618,15,788
20618,16,831
20618,17,863
20618,18,913
20618,18,930
20618,19,970
20618,19,997
20618,20,1014
20618,20,1025
20618,20,1038
20618,21,1059
20618,21,1098
20618,22,1144
20618,23,1154
20618,23,1199
20618,24,1207
20618,24,1211
20618,24,1242
20618,26,1321
20618,26,1342
20618,26,1347
20618,27,1353
20618,28,1415
20618,29,1461
20618,29,1471
20618,30,1542
20618,31,1553
20618,31,1560
20618,31,1597
20618,32,1640
20618,32,1645
20618,32,1650
20618,33,1658
20618,33,1661
20618,33,1697
20618,34,1718
20618,35,1779
20618,35,1793
20618,36,1811
20618,36,1817
20618,37,1897
20618,40,2030
20618,40,2044
20618,41,2052
20618,41,2074
20618,41,2090
20620,0,35
20620,1,58
20620,1,83
20620,2,134
20620,5,275
20620,6,315
20620,6,346
20620,7,352
20620,8,425
20620,8,447
20620,9,462
20620,10,503
20620,10,549
20620,11,561
20620,11,564
20620,11,583
20620,11,587
20620,12,603
20620,12,611
20620,13,666
20620,13,700
20620,14,741
20620,15,766
20620,15,779
20620,16,830
20620,16,843
20620,17,894
20620,19,986
20620,20,1027
20620,20,1031
20620,20,1034
20620,20,1038
20620,20,1042
20620,22,1110
20620,22,1139
20620,23,1164
20620,24,1214
20620,24,1220
20620,24,1225
20620,25,1276
20620,28,1407
20620,29,1488
20620,32,1610
20620,33,1691
20620,33,1695
20620,35,1753
20620,35,1768
20620,35,1787
20620,35,1796
20620,36,1801
20620,36,1839
20620,37,1887
20620,38,1944
20620,40,2014
20620,40,2044
20620,41,2060
20620,41,2072
20620,41,2083
20620,41,2096
20620,42,2108
20620,43,2195
20620,44,2234
20620,44,2247
20620,46,2324
20620,46,2326
20620,46,2333
20620,47,2353
20620,47,2377
20620,48,2430
20620,49,2497
20620,50,2502
20620,50,2503
20620,51,2573
20620,52,2628
20620,52,2634
20620,52,2643
20620,53,2699
20620,55,2753
20620,55,2758
20620,55,2771
20620,56,2822
20620,56,2824
20620,57,2884
20620,57,2897
20620,58,2902
20620,58,2908
20620,58,2911
20620,58,2916
20620,58,2932
20620,59,2966
20620,59,2972
20620,60,3007
20620,60,3013
20620,60,3025
20620,61,3077
20620,61,3081
20620,61,3089
20620,63,3177
20620,64,3215
20620,64,3227
20620,64,3238
20620,65,3271
20620,65,3282
20620,66,3323
20620,67,3358
20620,67,3387
20620,68,3440
20620,69,3485
20620,69,3495
20620,70,3515
20620,70,3530
20620,70,3531
20620,70,3542
20620,71,3559
20620,71,3566
20620,72,3608
20620,72,3636
20620,72,3637
20620,73,3686
20620,74,3718
20620,75,3753
20620,75,3759
20620,75,3790
20620,76,3817
20620,76,3836
20620,78,3918
20620,78,3938
20620,78,3944
20620,80,4009
20620,80,4030
20620,80,4031
20620,81,4082
20620,81,4084
20620,81,4098
20620,82,4126
20620,83,4168
20620,84,4215
20620,84,4223
20620,85,4297
20620,87,4369
20620,88,4401
20620,89,4465
20620,89,4487
20620,89,4497
20620,90,4531
20620,91,4553
20620,91,4580
20620,91,4594
20620,93,4681
20620,94,4702
20620,94,4728
20620,94,4729
20620,95,4769
20620,96,4813
20620,97,4888
20620,97,4897
20620,98,4918
20620,98,4935
20620,98,4940
20620,100,5015
20620,101,5078
20620,101,5095
20620,102,5116
20620,103,5200
20620,104,5221
20620,104,5243
20620,105,5289
20620,105,5294
20620,106,5305
20620,107,5351
20620,107,5367
20620,107,5381
20620,109,5472
20620,109,5487
20620,110,5522
20620,110,5541
20620,111,5559
20620,111,5577
20620,111,5590
20620,112,5617
20620,113,5689
20620,113,5692
20620,114,5706
20620,114,5719
20620,114,5722
20620,114,5739
20620,115,5765
20620,115,5773
20620,117,5853
20620,117,5877
20620,119,5966
20620,119,5978
20620,124,6232
20620,124,6244
20620,124,6250
20620,125,6261
20620,125,6271
20620,127,6353
20620,127,6376
20620,129,6454
20620,129,6491
20620,132,6605
20620,134,6703
20620,134,6747
20620,135,6752
20620,135,6754
20620,135,6779
20620,135,6784
20620,135,6793
20620,136,6801
20620,136,6832
20620,137,6852
20620,137,6873
20620,137,6887
20620,139,6978
20620,139,6983
20620,140,7005
20620,140,7006
20620,140,7029
20620,140,7040
20620,141,7090
20620,142,7115
20620,142,7117
20620,142,7144
20620,142,7147
20620,143,7156
20620,143,7167
20620,143,7184
20620,145,7256
20620,145,7283
20620,145,7298
20620,147,7384
20620,147,7393
20620,151,7562
20620,151,7575
20620,151,7597
20620,152,7601
20620,152,7602
20620,152,7621
20620,152,7626
20620,152,7642
20621,0,37
20621,1,80
20621,2,123
20621,3,165
20621,4,216
20621,4,223
20621,4,241
20621,5,284
20621,5,290
20621,6,311
20621,7,373
20621,7,387
20621,7,392
20621,8,410
20621,8,411
20621,8,421
20621,8,422
20621,9,481
20621,10,525
20621,11,557
20621,13,688
20621,13,692
20621,13,695
20621,14,721
20621,14,747
20621,15,773
20621,15,796
20621,17,855
20621,17,877
20621,19,994
20621,20,1002
20621,20,1004
20621,20,1025
20621,20,1028
20621,20,1049
20621,21,1062
20621,21,1079
20621,21,1095
20621,22,1115
20621,23,1156
20621,25,1287
20621,26,1307
20621,27,1363
20621,29,1459
20621,29,1472
20621,29,1498
20621,31,1552
20621,31,1564
20621,33,1679
20621,33,1693
20621,33,1697
20621,35,1752
20621,36,1839
20621,36,1848
20621,36,1849
20621,38,1909
20621,38,1927
20621,38,1934
20621,39,1979
20621,40,2025
20621,40,2032
20621,41,2067
20621,41,2081
20621,43,2154
20621,44,2230
20621,45,2264
20621,45,2266
20621,46,2326
20621,47,2372
20621,47,2379
20621,48,2430
20621,49,2486
20621,51,2569
20621,51,2580
20621,52,2623
20621,53,2678
20621,53,2681
20621,54,2716
20621,55,2761
20621,56,2824
20621,57,2861
20621,57,2863
20621,58,2935
20621,58,2938
20621,59,2998
20621,60,3009
20621,60,3011
20621,60,3036
20621,62,3138
20621,63,3155
20621,63,3173
20621,63,3185
20621,64,3214
20621,64,3215
20621,64,3227
20621,65,3268
20621,65,3271
20621,65,3288
20621,66,3307
20621,66,3342
20621,66,3349
20621,67,3366
20621,68,3404
20621,68,3450
20621,69,3467
20621,70,3508
20621,70,3518
20621,72,3611
20621,72,3625
20621,73,3652
20621,73,3676
20621,73,3694
20621,74,3710
20621,74,3736
20621,74,3749
20621,75,3751
20621,75,3786
20621,76,3808
20621,77,3890
20621,78,3922
20621,78,3934
20621,80,4028
20621,81,4096
20621,82,4113
20621,82,4126
20621,84,4210
20621,84,4222
20621,84,4231
20621,84,4239
20621,84,4244
20621,85,4261
20621,85,4282
20621,86,4320
20621,87,4381
20621,88,4432
20621,90,4514
20621,90,4537
20621,91,4577
20621,91,4600
20621,92,4647
20621,94,4702
20621,94,4713
20621,94,4717
20621,94,4719
20621,95,4770
20621,95,4773
20621,95,4791
20621,97,4854
20621,97,4864
20621,97,4881
20621,98,4908
20621,98,4936
20621,99,4963
20621,99,4976
20621,99,4982
20621,99,4990
20621,101,5066
20621,101,5079
20621,102,5114
20621,102,5132
20621,103,5172
20621,103,5190
20621,104,5228
20621,106,5302
20621,106,5331
20621,107,5351
20621,107,5364
20621,107,5372
20621,107,5375
20621,107,5380
20621,108,5409
20621,109,5490
20621,110,5501
20621,110,5508
20621,110,5535
20621,112,5632
20621,112,5637
20621,113,5669
20621,114,5705
20621,114,5719
20621,114,5750
20621,115,5770
20621,115,5788
20621,116,5833
20621,116,5834
20621,120,6047
20621,122,6108
20621,122,6116
20621,123,6157
20621,123,6181
20621,123,6185
20621,124,6213
20621,124,6249
20621,125,6259
20621,125,6300
20621,126,6317
20621,126,6344
20621,127,6381
20621,127,6388
20621,128,6414
20621,128,6417
20621,128,6423
20621,128,6432
20621,128,6450
20621,129,6487
20621,129,6500
20621,130,6537
20621,131,6575
20621,132,6627
20621,133,6689
20621,134,6719
20621,135,6768
20621,135,6786
20621,135,6799
20621,136,6823
20621,137,6891
20621,138,6916
20621,138,6931
20621,138,6932
20621,138,6937
20621,139,6964
20621,139,6969
20621,139,6997
20621,140,7008
20621,141,7098
20621,142,7110
20621,142,7131
20621,143,7151
20621,143,7168
20621,144,7222
20621,144,7248
20621,145,7293
20621,146,7317
20621,146,7333
20621,148,7412
20621,148,7437
20621,148,7450
20621,149,7469
20621,150,7518
20621,150,7524
20621,150,7526
20621,151,7559
20621,152,7614
20621,152,7615
20621,152,7620
20621,152,7628
20621,152,7637
20621,153,7658
20621,153,7669
20621,153,7696
20621,154,7704
20621,154,7711
20621,154,7717
20621,154,7718
20621,155,7781
20621,155,7783
20621,155,7787
20621,157,7863
20621,157,7875
20621,157,7881
20621,157,7884
20621,157,7894
20621,158,7925
20621,158,7936
20621,160,8008
20621,160,8009
20621,161,8089
20621,163,8163
20621,165,8254
20621,165,8289
20621,166,8319
20621,166,8329
20621,167,8359
20621,167,8374
20621,168,8420
20621,170,8501
20621,170,8544
20621,170,8547
20621,170,8548
20621,171,8559
20621,171,8568
20621,171,8582
20621,173,8675
20621,175,8781
20621,176,8834
20621,176,8837
20621,176,8844
20621,177,8884
20621,179,8996
20621,180,9011
20621,180,9046
20621,181,9073
20621,181,9075
20621,182,9114
20621,182,9132
20621,182,9140
20621,183,9194
20621,183,9198
20621,185,9258
20621,185,9298
20621,186,9324
20621,186,9329
20621,187,9379
20621,187,9381
20621,188,9404
20621,188,9429
20621,189,9454
20621,189,9459
20621,189,9492
20621,193,9660
20621,194,9707
20621,194,9722
20621,195,9755
20621,196,9829
20621,196,9831
20621,196,9835
20621,197,9895
20621,199,9979
20621,199,9983
20621,200,10007
20621,200,10013
20621,200,10048
20621,201,10056
20621,201,10068
20621,201,10070
20621,201,10073
20621,201,10084
20622,0,18
20622,0,27
20622,0,36
20622,0,40
20622,1,98
20622,2,121
20622,2,125
20622,3,188
20622,4,213
20622,4,217
20622,5,269
20622,5,276
20622,5,283
20622,5,286
20622,6,313
20622,7,360
20622,7,366
20622,8,429
20622,8,450
20622,9,459
20622,10,506
20622,10,509
20622,10,540
20622,11,557
20622,12,614
20622,12,648
20622,13,689
20622,14,734
20622,14,737
20622,14,744
20622,15,760
20622,15,772
20622,15,778
20622,16,821
20622,17,875
20622,17,887
20622,17,899
20622,18,902
20622,19,959
20622,20,1006
20622,20,1021
20622,20,1023
20622,20,1049
20622,22,1110
20622,22,1115
20622,24,1201
20622,25,1262
20622,25,1263
20622,25,1272
20622,25,1287
20622,26,1333
20622,30,1530
20622,31,1553
20622,31,1570
20622,31,1583
20622,32,1609
20622,32,1613
20622,32,1634
20622,32,1638
20622,33,1667
20622,34,1715
20622,35,1776
20622,36,1838
20622,36,1840
20622,38,1908
20622,38,1924
20622,39,1976
20622,39,1979
20622,40,2013
20622,40,2015
20622,40,2025
20622,42,2138
20622,42,2139
20622,43,2152
20623,0,34
20623,0,38
20623,1,64
20623,1,74
20623,2,122
20623,3,162
20623,3,186
20623,3,199
20623,4,204
20623,4,232
20623,4,249
20623,5,282
20623,5,288
20623,6,304
20623,6,309
20623,6,341
20623,7,360
20623,10,505
20623,10,513
20623,11,587
20623,12,635
20623,12,643
20623,13,671
20623,13,676
20623,13,677
20623,14,712
20623,14,744
20623,16,850
20623,17,896
20623,19,956
20623,19,975
20623,19,994
20623,20,1002
20623,21,1053
20623,21,1077
20623,22,1140
20623,22,1146
20623,23,1160
20623,23,1165
20623,23,1170
20623,24,1213
20623,26,1326
20623,26,1340
20623,26,1346
20623,27,1352
20623,27,1355
20623,27,1366
20623,27,1370
20623,27,1387
20623,28,1407
20623,28,1413
20623,28,1421
20623,28,1445
20623,29,1476
20623,30,1504
20623,30,1521
20623,31,1551
20623,31,1568
20623,31,1577
20623,32,1601
20623,32,1622
20623,32,1636
20623,33,1656
20623,33,1663
20623,33,1677
20623,34,1722
20623,34,1728
20623,35,1763
20623,35,1774
20623,36,1810
20623,36,1824
20623,36,1827
20623,36,1835
20623,37,1898
20623,38,1942
20623,39,1957
20623,39,1964
20623,39,1990
20623,40,2001
20623,40,2032
20623,40,2045
20623,41,2055
20623,41,2058
20623,41,2086
20623,41,2090
20623,41,2095
20623,42,2116
20623,42,2135
20623,43,2179
20623,45,2254
20623,46,2302
20623,46,2312
20623,47,2388
20623,49,2492
20623,50,2522
20623,50,2533
20623,50,2544
20623,50,2547
20623,51,2570
20623,51,2592
20623,52,2610
20623,52,2619
20623,52,2635
20623,52,2644
20623,53,2660
20623,53,2663
20623,53,2664
20623,53,2679
20623,54,2716
20623,54,2727
20623,54,2739
20623,56,2839
20623,57,2862
20623,57,2874
20623,57,2878
20623,57,2888
20623,57,2894
20623,58,2950
20623,59,2955
20623,59,2993
20623,61,3051
20623,62,3104
20623,62,3108
20623,62,3115
20623,62,3129
20623,62,3144
20623,62,3150
20623,63,3171
20623,64,3201
20623,65,3269
20623,66,3301
20623,67,3353
20623,68,3446
20623,69,3487
20623,69,3499
20623,70,3510
20623,70,3543
20623,71,3565
20623,71,3585
20623,72,3618
20623,72,3622
20623,73,3681
20623,74,3701
20623,74,3710
20623,74,3713
20623,74,3715
20623,75,3767
20623,75,3770
20623,76,3810
20623,76,3845
20623,76,3848
20623,77,3886
20623,77,3890
20623,78,3904
20623,78,3928
20623,79,3964
20623,79,3968
20623,79,3978
20623,79,3995
20623,81,4058
20623,81,4072
20623,82,4108
20623,83,4169
20623,83,4194
20623,84,4218
20623,84,4222
20623,84,4232
20623,86,4324
20623,87,4373
20623,88,4402
20623,88,4432
20623,88,4442
20623,89,4483
20623,90,4515
20623,90,4516
20623,90,4537
20623,92,4627
20623,92,4635
20623,93,4666
20623,93,4681
20623,94,4738
20623,95,4785
20623,95,4787
20623,97,4899
20623,98,4901
20623,98,4907
20623,98,4938
20623,100,5019
20623,102,5114
20623,102,5120
20623,102,5145
20623,102,5147
20623,103,5189
20623,103,5190
20623,103,5192
20623,104,5201
20623,105,5268
20623,106,5305
20623,106,5335
20623,106,5337
20623,106,5341
20623,106,5342
20623,107,5391
20623,108,5401
20623,108,5419
20623,109,5463
20623,109,5465
20623,110,5503
20623,110,5548
20623,112,5610
20623,112,5627
20623,112,5642
20623,113,5671
20623,114,5749
20623,115,5767
20623,116,5828
20623,117,5852
20623,117,5900
20623,118,5905
20623,118,5910
20623,119,5970
20623,119,5977
20623,119,5980
20623,119,5996
20623,119,6000
20623,120,6028
20623,120,6047
20623,121,6092
20623,122,6139
20623,122,6140
20623,123,6159
20623,123,6176
20623,123,6186
20623,123,6198
20623,124,6213
20623,124,6250
20623,125,6282
20623,126,6327
20623,126,6336
20623,126,6341
20623,126,6347
20623,127,6390
20623,128,6422
20623,128,6426
20623,128,6432
20623,129,6451
20623,129,6459
20623,129,6469
20623,129,6488
20623,129,6498
20623,130,6524
20623,130,6531
20623,131,6599
20623,133,6663
20623,134,6721
20623,135,6767
20623,135,6786
20623,135,6796
20623,136,6836
20623,139,6979
20623,140,7045
20623,140,7046
20623,141,7064
20623,141,7078
20623,141,7085
20623,142,7130
20623,142,7141
20623,144,7211
20623,144,7242
20623,146,7307
20623,146,7313
20623,146,7330
20623,146,7338
20623,147,7361
20623,147,7380
20623,147,7390
20623,148,7414
20623,149,7481
20623,150,7506
20623,150,7521
20623,150,7531
20623,151,7578
20623,152,7607
20623,153,7657
20623,153,7696
20623,154,7726
20623,155,7779
20623,155,7793
20625,93,4658
20625,93,4690
20625,94,4742
20625,95,4770
20625,96,4827
20625,96,4832
20625,97,4874
20625,97,4890
20625,97,4897
20625,98,4936
20625,98,4950
20625,99,4987
20625,99,4996
20625,100,5031
20625,100,5046
20625,101,5080
20625,101,5085
20625,102,5101
20625,102,5105
20625,102,5109
20625,104,5201
20625,104,5202
20625,104,5214
20625,104,5219
20625,104,5249
20625,105,5251
20625,105,5274
20625,108,5429
20625,109,5453
20625,109,5483
20625,110,5505
20625,110,5516
20625,111,5551
20625,112,5640
20625,113,5654
20625,113,5656
20625,113,5698
20625,114,5712
20625,114,5741
20625,117,5851
20625,117,5899
20625,118,5907
20625,119,5961
20625,122,6106
20625,122,6112
20625,124,6205
20625,124,6210
20625,124,6235
20625,124,6240
20625,125,6267
20625,125,6275
20625,126,6317
20625,127,6368
20625,127,6376
20625,127,6395
20625,128,6411
20625,129,6471
20625,130,6513
20625,130,6514
20625,130,6533
20625,130,6534
20625,131,6560
20625,131,6579
20625,131,6582
20625,131,6585
20625,131,6588
20625,134,6709
20625,134,6732
20625,135,6753
20625,135,6779
20625,136,6804
20625,136,6807
20625,136,6837
20625,137,6887
20625,137,6895
20625,138,6949
20625,139,6971
20625,140,7008
20625,140,7030
20625,140,7033
20625,141,7067
20625,142,7122
20625,142,7139
20625,144,7217
20625,144,7249
20625,145,7259
20625,145,7274
20625,145,7279
20625,145,7282
20625,146,7310
20625,146,7335
20625,146,7340
20625,146,7344
20625,147,7353
20625,147,7375
20625,148,7446
20625,149,7451
20625,149,7482
20625,149,7492
20625,149,7500
20625,151,7578
20625,152,7602
20625,152,7633
20625,152,7648
20625,153,7700
20625,154,7737
20625,155,7752
20625,155,7790
20625,156,7814
20625,157,7868
20625,157,7869
20625,157,7877
20625,157,7894
20625,158,7930
20625,159,7967
20625,159,7971
20625,159,7982
20625,161,8095
20625,162,8108
20625,162,8117
20625,162,8122
20625,164,8222
20625,164,8232
20625,165,8257
20625,165,8282
20625,165,8291
20625,166,8324
20625,166,8343
20625,167,8364
20625,175,8755
20625,175,8767
20625,175,8775
20625,175,8796
20625,176,8804
20625,176,8833
20625,177,8870
20625,178,8936
20625,179,8969
20625,180,9043
20625,180,9049
20625,181,9051
20625,181,9073
20625,181,9082
20625,181,9084
20625,182,9132
20625,183,9158
20625,183,9168
20625,183,9185
20625,184,9226
20625,184,9228
20625,184,9240
20625,184,9248
20625,185,9262
20625,185,9266
20625,185,9285
20625,186,9314
20625,187,9384
20625,187,9396
20625,188,9415
20625,188,9427
20625,188,9440
20625,189,9484
20625,189,9500
20625,190,9535
20625,190,9547
20625,191,9581
20625,191,9592
20625,191,9600
20625,192,9622
20625,192,9644
20625,193,9689
20625,194,9733
20625,195,9751
20625,197,9852
20625,197,9874
20625,197,9880
20625,197,9894
20625,198,9915
20625,199,9965
20625,199,9999
20625,200,10013
20625,201,10051
20625,201,10067
20625,201,10095
20625,204,10229
20625,207,10398
20625,208,10450
20625,209,10469
20625,210,10518
20625,210,10534
20625,210,10547
20625,211,10558
20625,211,10575
20625,212,10604
20625,212,10606
20625,212,10619
20625,212,10631
20625,212,10649
20625,213,10671
20625,213,10677
20625,214,10750
20625,215,10763
20625,215,10796
20625,217,10880
20625,218,10903
20625,219,10997
20625,220,11033
20625,220,11045
20625,221,11095
20625,223,11160
20625,223,11193
20625,224,11221
20625,225,11291
20625,226,11335
20625,226,11344
20625,227,11390
20625,228,11408
20625,229,11452
20625,229,11486
20625,229,11488
20625,229,11493
20625,230,11527
20625,230,11528
20625,230,11541
20625,232,11615
20625,232,11630
20625,232,11637
20625,232,11644
20625,233,11655
20625,233,11656
20625,234,11728
20625,235,11754
20625,235,11779
20625,237,11851
20625,237,11862
20625,237,11895
20625,239,11991
20625,240,12003
20625,240,12026
20625,240,12041
20625,240,12044
20625,242,12114
20625,243,12188
20625,244,12244
20625,244,12247
20625,244,12250
20625,246,12348
20625,247,12374
20625,247,12386
20625,247,12392
20625,248,12405
20625,248,12407
20625,248,12436
20625,249,12459
20625,249,12468
20625,250,12512
20625,250,12513
20625,252,12635
20625,252,12642
20625,253,12680
20625,254,12705
20625,254,12725
20625,254,12733
20625,255,12788
20625,257,12858
20625,257,12866
20625,261,13054
20625,261,13064
20625,261,13075
20625,262,13145
20625,263,13200
20625,264,13242
20625,266,13309
20625,266,13335
20625,267,13357
20625,268,13420
20625,268,13429
20625,269,13456
20625,269,13496
20625,270,13515
20625,270,13519
20625,270,13524
20625,270,13529
20625,271,13563
20625,272,13606
20625,272,13617
20625,273,13660
20625,273,13688
20625,274,13721
20625,274,13723
20625,275,13772
20625,275,13783
20625,277,13862
20625,277,13865
20625,277,13879
20625,278,13919
20625,278,13928
20625,279,13964
20625,279,13982
20625,279,13996
20625,279,13999
20625,280,14005
20625,280,14028
20625,280,14031
20625,280,14047
20625,281,14056
20625,281,14071
20625,281,14099
20625,281,14100
20625,282,14113
20625,282,14135
20625,283,14177
20625,283,14188
20625,284,14206
20625,284,14227
20625,284,14234
20625,284,14235
20625,285,14267
20625,285,14290
20625,286,14337
20625,286,14350
20625,287,14393
20625,288,14436
20625,290,14512
20625,290,14520
20625,291,14590
20625,291,14599
20625,293,14665
20625,293,14681
20625,294,14715
20625,295,14752
20625,295,14758
20625,295,14797
20625,296,14805
20625,296,14819
20625,297,14881
20625,297,14900
20625,298,14910
20625,298,14938
20625,299,14958
20625,299,14967
20625,299,14978
20625,300,15038
20625,301,15075
20625,303,15166
20625,303,15183
20625,304,15207
20625,305,15269
20625,306,15337
20625,307,15394
20625,308,15405
20625,309,15457
20625,309,15464
20625,309,15490
20625,309,15497
20625,310,15509
20625,310,15539
20625,311,15553
20625,311,15590
20625,312,15614
20625,312,15646
20625,312,15649
20625,315,15796
20625,316,15829
20625,316,15841
20625,316,15842
20625,317,15877
20625,317,15880
20625,317,15899
20625,318,15932
20625,319,15968
20625,319,15972
20625,319,15975
20625,319,15983
20625,320,16006
20625,320,16037
20625,320,16038
20625,321,16083
20625,321,16098
20625,322,16131
20625,323,16151
20625,323,16159
20625,323,16172
20625,324,16233
20625,324,16249
20625,325,16284
20625,327,16364
20625,327,16365
20625,327,16382
20625,328,16426
20625,329,16492
20625,330,16545
20625,331,16578
20625,332,16612
20625,333,16683
20625,333,16684
20625,333,16700
20625,334,16732
20625,335,16759
20625,335,16762
20625,335,16765
20625,335,16791
20625,336,16849
20625,336,16850
20625,337,16867
20625,337,16884
20625,337,16888
20625,338,16932
20625,338,16940
20625,338,16950
20625,340,17019
20625,340,17042
20625,340,17044
20625,341,17071
20625,341,17082
20625,341,17087
20625,342,17107
20625,342,17110
20625,342,17114
20625,345,17277
20625,346,17315
20625,346,17326
20625,346,17336
20625,347,17375
20625,347,17386
20625,347,17394
20625,348,17413
20625,348,17415
20625,348,17441
20625,349,17452
20625,349,17473
20625,350,17506
20625,350,17530
20625,350,17538
20625,351,17555
20625,352,17605
20625,352,17633
20625,353,17673
20625,353,17684
20625,353,17700
20625,354,17720
20625,355,17755
20625,355,17771
20625,355,17795
20625,358,17909
20625,358,17914
20625,358,17918
20625,359,17962
20625,360,18034
20625,361,18080
20625,361,18081
20625,362,18136
20625,363,18151
20625,363,18168
20625,363,18178
20625,363,18179
20625,363,18191
20625,364,18213
20625,364,18242
20625,365,18272
20625,366,18321
20625,367,18397
20625,368,18426
20625,368,18439
20625,369,18456
20625,369,18496
20625,371,18566
20625,371,18576
20625,371,18587
20625,372,18618
20625,373,18660
20625,374,18708
20625,374,18722
20625,374,18747
20625,376,18806
20625,377,18882
20625,377,18893
20625,377,18895
20625,378,18949
20625,379,18955
20625,379,18968
20625,381,19070
20625,381,19082
20625,383,19179
20625,383,19189
20625,383,19196
20625,384,19210
20625,384,19242
20625,385,19270
20625,385,19279
20625,386,19332
20625,386,19336
20625,386,19338
20625,387,19381
20625,388,19412
20625,388,19440
20625,389,19455
20625,390,19509
20625,390,19513
20625,390,19520
20625,390,19545
20625,391,19576
20625,392,19601
20625,392,19612
20625,392,19614
20625,392,19636
20625,393,19656
20625,393,19692
20625,394,19705
20625,394,19709
20625,394,19745
20625,396,19818
20625,396,19826
20625,396,19844
20625,397,19860
20625,397,19863
20625,397,19867
20625,398,19934
20625,399,19966
20625,400,20034
20625,401,20060
20625,401,20061
20625,402,20104
20625,402,20117
20625,402,20126
20625,403,20155
20625,403,20179
20625,403,20198
20625,404,20219
20625,404,20221
20625,404,20231
20625,406,20332
20625,406,20345
20625,407,20360
20625,407,20389
20625,408,20402
20625,408,20423
20625,408,20433
20625,409,20486
20625,410,20521
20625,411,20551
20625,413,20652
20625,413,20665
20625,413,20669
20625,413,20697
20625,414,20702
20625,414,20735
20625,414,20740
20625,414,20741
20625,415,20771
20625,415,20782
20625,416,20812
20625,417,20870
20625,418,20930
20625,418,20939
20625,420,21030
20625,421,21095
20625,422,21126
20625,424,21219
20625,424,21221
20625,424,21235
20625,425,21283
20625,425,21284
20625,426,21343
20625,426,21350
20625,427,21385
20625,428,21406
20625,428,21431
20625,429,21461
20625,430,21511
20625,430,21516
20625,430,21522
20625,431,21575
20625,431,21577
20625,431,21586
20625,432,21639
20625,433,21679
20625,433,21688
20625,434,21707
20625,434,21726
20625,434,21741
20625,435,21785
20625,436,21801
20625,436,21808
20625,436,21832
20625,436,21843
20625,437,21868
20625,437,21876
20625,437,21879
20625,437,21892
20625,437,21893
20625,438,21908
20625,439,21984
20625,440,22024
20625,440,22044
20625,441,22099
20625,441,22100
20625,442,22104
20625,444,22223
20625,444,22240
20625,445,22274
20625,446,22315
20625,446,22322
20625,447,22380
20625,449,22483
20625,450,22532
20625,451,22567
20625,451,22570
20625,451,22583
20625,451,22595
20625,452,22602
20625,452,22627
20625,453,22653
20625,454,22731
20625,454,22732
20625,454,22749
20625,456,22801
20625,458,22904
20625,458,22925
20625,459,22951
20625,459,22958
20625,459,22969
20625,459,22976
20625,460,23016
20625,460,23032
20625,460,23035
20625,461,23076
20625,461,23077
20625,461,23093
20625,462,23106
20625,463,23184
20625,464,23207
20625,464,23229
20625,465,23267
20625,467,23367
20625,468,23446
20625,469,23466
20625,469,23469
20625,471,23555
20625,472,23618
20625,472,23623
20625,472,23636
20625,473,23681
20625,473,23693
20625,473,23698
20625,475,23754
20625,475,23756
20625,475,23796
20625,476,23818
20625,476,23834
20625,476,23843
20625,476,23850
20625,477,23857
20625,477,23879
20625,477,23888
20625,482,24115
20625,482,24120
20626,0,30
20626,0,45
20626,1,73
20626,1,94
20626,2,107
20626,4,211
20626,4,237
20626,4,244
20626,4,248
20626,4,250
20626,5,266
20626,6,302
20626,6,332
20626,7,351
20626,7,399
20626,8,443
20626,9,468
20626,9,470
20626,10,529
20626,10,531
20626,10,547
20626,11,598
20626,12,631
20626,15,754
20626,15,762
20626,15,772
20626,15,778
20626,16,834
20626,17,877
20626,18,901
20626,18,926
20626,18,934
20626,18,944
20626,19,964
20626,19,985
20626,20,1038
20626,20,1040
20626,21,1069
20626,21,1093
20626,22,1136
20626,23,1155
20626,24,1210
20626,24,1222
20626,24,1241
20626,24,1243
20626,25,1267
20626,25,1268
20626,25,1276
20626,25,1300
20626,26,1312
20626,26,1345
20626,27,1355
20626,27,1367
20626,28,1436
20626,29,1454
20626,29,1458
20626,29,1471
20626,29,1483
20626,30,1513
20626,30,1514
20626,30,1526
20626,31,1585
20626,31,1600
20626,32,1635
20626,34,1711
20626,36,1846
20626,37,1853
20626,37,1887
20626,37,1899
20626,38,1921
